id,region,start,end,strand
83,chr2,112423400,112423600,
84,chr1,77336600,77336800,
85,chrX,50817200,50817400,
86,chr5,145803200,145803400,
87,chr5,82856000,82856200,
88,chr1,21240200,21240800,
89,chr11,59672400,59672600,
90,chr5,132692399,132692601,
91,chr18,22060400,22060600,
92,chr19,34159000,34159201,
93,chr7,112233200,112233800,
94,chr8,32673000,32673400,
95,chr6,16418800,16419200,
96,chr8,137625400,137625600,
97,chr20,53062200,53062400,
98,chr8,20598400,20599000,
99,chrX,108456800,108457200,
100,chr17,73273400,73273600,
101,chr3,162202400,162202800,
102,chr12,114287999,114288800,
103,chr9,111019200,111019600,
104,chr6,13491000,13491800,
105,chr2,133560599,133561001,
106,chr2,176872799,176873200,
107,chr20,39272000,39272200,
108,chr6,121627600,121627800,
109,chr1,206866200,206866400,
110,chr2,139624600,139625000,
111,chr8,32322000,32322200,
112,chr2,205387600,205388000,
113,chr12,58534200,58534400,
114,chr18,67672999,67673200,
115,chr10,35035200,35035600,
116,chrX,110126800,110127200,
117,chr7,40709199,40709401,
118,chr4,36644200,36644800,
119,chr14,89571000,89571400,
120,chr14,85165400,85166000,
121,chr16,86988800,86989000,
122,chr10,63556800,63557001,
123,chr9,87829200,87829400,
124,chr6,53799400,53799800,
125,chr2,145121400,145121800,
126,chr4,87356000,87356200,
127,chr8,49807199,49807600,
128,chr10,72573800,72574000,
129,chr4,175380999,175381201,
130,chr4,48365600,48366000,
131,chr12,32302399,32302800,
132,chr17,80653600,80654000,
133,chr4,138210600,138210800,
134,chr20,44748800,44749000,
135,chr3,168914600,168915000,
136,chrX,112677200,112677600,
137,chr5,83499000,83499200,
138,chr22,26959200,26959600,
139,chr2,3442000,3442400,
140,chr2,60404000,60404200,
141,chr1,91076800,91077000,
142,chr15,47796800,47797001,
143,chr9,85914199,85914401,
144,chr11,78690800,78691200,
145,chr9,94426200,94426400,
146,chr7,22318800,22319600,
147,chr3,83317600,83318400,
148,chr16,50181800,50182000,
149,chr1,107171200,107171801,
150,chr3,175370599,175371000,
151,chr9,98597000,98597200,
152,chr2,91509200,91509800,
153,chr2,143816800,143817400,
154,chr19,4654400,4655000,
155,chr5,153884800,153885200,
156,chr20,47265599,47266001,
157,chr6,16389400,16390000,
158,chr11,7506200,7506600,
159,chr12,48942400,48942800,
160,chr21,34726400,34727200,
161,chr21,35063599,35063801,
162,chr11,114432000,114432400,
163,chr7,81003999,81004600,
164,chr5,167966000,167966200,
165,chrX,136183600,136183800,
166,chr9,81900600,81901000,
167,chr8,89773000,89773800,
168,chr8,108268000,108268600,
169,chr6,88742400,88743200,
170,chr5,112730200,112730400,
171,chr11,121669000,121669200,
172,chrX,2589399,2589801,
173,chr13,107365400,107365801,
174,chr4,163385200,163386000,
175,chr2,26139199,26139401,
176,chr16,57319800,57320200,
177,chr14,51618200,51618400,
178,chr4,112674400,112674600,
179,chr13,94006400,94006600,
180,chr10,104376800,104377600,
181,chr12,57344200,57344400,
182,chr9,86047000,86047200,
183,chr12,896000,896601,
184,chr6,99606400,99606801,
185,chr3,181956199,181956600,
186,chr8,38438600,38439000,
187,chr10,91944999,91945600,
188,chr3,30567000,30567800,
189,chr8,34485600,34486000,
190,chrX,73683000,73683601,
191,chr19,1913600,1913800,
192,chr10,48271000,48271200,
193,chr12,40750000,40750200,
194,chr2,63398400,63398600,
195,chr13,26010600,26011000,
196,chr7,97167400,97167600,
197,chr6,35267600,35267800,
198,chr1,41463400,41463600,
199,chr17,76853800,76854000,
200,chr9,5944800,5945400,
201,chr11,37087999,37088201,
202,chr9,94796200,94797000,
203,chr15,48399400,48399600,
204,chr6,38001000,38001400,
205,chr7,127932800,127933600,
206,chr17,31942600,31942800,
207,chr13,21885000,21885200,
208,chr1,154739400,154739800,
209,chr11,66181600,66182200,
210,chr4,15850200,15851000,
211,chr18,25519800,25520400,
212,chr14,85617600,85618201,
213,chr14,56964600,56965200,
214,chr19,33580200,33580800,
215,chr14,65876800,65877200,
216,chr7,28381600,28382201,
217,chr9,37396000,37396400,
218,chr5,92264000,92264400,
219,chr1,180770600,180770800,
220,chr5,169181800,169182001,
221,chr3,101150600,101151000,
222,chr7,26426200,26426800,
223,chr1,62266800,62267000,
224,chr12,90079800,90080200,
225,chr21,16158400,16158600,
226,chr8,100849000,100849200,
227,chr6,10185200,10185600,
228,chr2,86911999,86912401,
229,chr6,134007000,134007401,
230,chr15,32560600,32560800,
231,chr1,37916200,37916400,
232,chr3,155560599,155560801,
233,chr5,44108000,44108600,
234,chr15,95134400,95134600,
235,chr10,68805200,68806001,
236,chr18,30142400,30142600,
237,chr10,30669800,30670000,
238,chr21,35406000,35406800,
239,chr20,15445800,15446601,
240,chr19,13802999,13803601,
241,chr5,150345800,150346400,
242,chr7,92737799,92738600,
243,chr11,8835600,8835800,
244,chr21,27480600,27481401,
245,chr19,54067800,54068400,
246,chr1,51717000,51717200,
247,chr7,41682600,41683200,
248,chr12,114419800,114420000,
249,chr2,234178600,234179001,
250,chr2,79722200,79722600,
251,chr4,85715600,85716000,
252,chr15,81945199,81945401,
253,chr3,26059800,26060000,
254,chr2,239349600,239349800,
255,chr18,7884000,7884600,
256,chr3,66026000,66026400,
257,chr4,152613600,152614000,
258,chr7,46037000,46037800,
259,chr9,63613000,63613200,
260,chr3,159561800,159562000,
261,chr17,11535200,11535800,
262,chr1,245365200,245365800,
263,chr2,56383800,56384600,
264,chr11,69268800,69269000,
265,chr12,32100800,32101200,
266,chr6,111548800,111549000,
267,chr3,73213799,73214401,
268,chr9,77498600,77499001,
269,chr18,39948200,39948800,
270,chr10,75272200,75272400,
271,chr10,70120200,70120400,
272,chr3,14114000,14114200,
273,chr3,59255000,59255200,
274,chr15,76513000,76513600,
275,chr2,102234400,102234600,
276,chr3,98845200,98845600,
277,chr7,15007799,15008000,
278,chr2,119745800,119746200,
279,chr1,31686600,31686800,
280,chr20,3772800,3773200,
281,chr15,51160200,51161000,
282,chr20,23955800,23956400,
283,chr8,101743800,101744200,
284,chr6,47000800,47001000,
285,chr2,174184400,174184600,
286,chr6,113299599,113299801,
287,chr15,48418400,48418600,
288,chr5,53891400,53891800,
289,chr13,24917800,24918000,
290,chr9,97109000,97109601,
291,chr1,50878600,50878800,
292,chr12,106981999,106982401,
293,chr2,40397200,40397800,
294,chr5,115151000,115151800,
295,chr12,127595600,127595800,
296,chr15,36066800,36067000,
297,chr7,137652600,137653200,
298,chr1,214601800,214602000,
299,chr20,48191600,48191800,
300,chr12,106071800,106072000,
301,chr15,91990000,91990200,
302,chr6,56962200,56962601,
303,chr2,118347800,118348400,
304,chr1,157641400,157642000,
305,chr4,32147200,32147400,
306,chr11,14885800,14886000,
307,chr12,97048799,97049200,
308,chr21,6295000,6295200,
309,chr10,64865400,64865800,
310,chr10,97886800,97887200,
311,chr7,86629400,86629800,
312,chr4,72397400,72397600,
313,chr14,80872600,80873200,
314,chr14,72882200,72882400,
315,chr5,53366399,53367200,
316,chr1,7101600,7101800,
317,chr21,31753200,31753400,
318,chr16,56481600,56482200,
319,chr20,62857600,62857800,
320,chr16,82758600,82759400,
321,chr18,6592400,6593200,
322,chr16,12740800,12741200,
323,chr12,21822800,21823000,
324,chr11,105939800,105940200,
325,chr7,110650000,110650600,
326,chr12,104375200,104375400,
327,chr9,33768600,33769000,
328,chr12,68531199,68531600,
329,chr3,159673200,159673600,
330,chr4,107654799,107655001,
331,chr4,183634200,183634400,
332,chr20,53495400,53495600,
333,chr1,205170200,205170600,
334,chr2,16320600,16321400,
335,chr7,74441800,74442400,
336,chr7,37635200,37636000,
337,chr7,28139600,28139800,
338,chr4,82733799,82734001,
339,chrX,8640800,8641400,
340,chr5,94832600,94832800,
341,chr4,74218400,74218800,
342,chr9,30250800,30251200,
343,chr6,42509200,42509600,
344,chr12,24039600,24039800,
345,chr12,91890000,91890200,
346,chr8,99467199,99467400,
347,chr20,35606000,35606200,
348,chr11,4713000,4713600,
349,chr7,100834399,100834800,
350,chr17,58183400,58183800,
351,chr1,28444000,28444201,
352,chr15,56327599,56328201,
353,chr3,160739000,160739400,
354,chr3,167111199,167111400,
355,chr15,68346200,68346400,
356,chr18,76848199,76848400,
357,chr1,18989199,18989400,
358,chr3,41000599,41000801,
359,chr6,154055600,154056000,
360,chr3,108462800,108463400,
361,chr14,50898600,50899200,
362,chr22,24736600,24737200,
363,chr16,15810599,15810801,
364,chr10,114181999,114182401,
365,chr8,109574400,109574800,
366,chr19,21610800,21611200,
367,chr2,49240999,49241200,
368,chr6,113358800,113359000,
369,chr17,30573800,30574400,
370,chr12,118089400,118089800,
371,chr12,90858000,90858800,
372,chr20,562799,563001,
373,chr1,108194600,108195200,
374,chr6,49341600,49342200,
375,chr17,82606000,82606200,
376,chr3,63867200,63867600,
377,chr18,30631600,30631800,
378,chr5,87742000,87742400,
379,chr5,58107600,58108001,
380,chr14,76392200,76392400,
381,chr1,150003600,150004200,
382,chr14,77146800,77147000,
383,chr1,231425200,231425800,
384,chr8,48450400,48451000,
385,chr13,35906400,35907200,
386,chr9,121085000,121085400,
387,chr11,80523600,80523800,
388,chr4,32486000,32486201,
389,chr2,182110400,182111000,
390,chr10,80736800,80737600,
391,chr11,132605000,132605200,
392,chr4,164524800,164525200,
393,chr5,153456400,153457200,
394,chr13,103004400,103004600,
395,chr16,67275400,67275600,
396,chr18,38931400,38932200,
397,chr13,55436200,55436400,
398,chr6,3010000,3010400,
399,chr5,136686000,136686401,
400,chr6,143078600,143078800,
401,chr15,82429999,82430400,
402,chr11,2450000,2450200,
403,chr7,131294400,131295000,
404,chr9,94896400,94896600,
405,chr4,177569600,177570200,
406,chr15,96868199,96868401,
407,chr11,93961800,93962000,
408,chr3,124899000,124899200,
409,chr11,74694599,74695200,
410,chr2,13821200,13821601,
411,chr2,152605600,152606001,
412,chr5,11679800,11680400,
413,chr21,36507200,36507800,
414,chr1,239929200,239929400,
415,chr2,154190000,154190400,
416,chr8,40238000,40238800,
417,chr7,115094399,115094600,
418,chr12,14515199,14515400,
419,chr4,176836800,176837600,
420,chr12,39905199,39905401,
421,chr18,28710800,28711600,
422,chr4,162005800,162006000,
423,chr9,88691600,88692400,
424,chr6,81556400,81556800,
425,chr11,118196800,118197400,
426,chr11,65605800,65606000,
427,chr3,114669200,114669600,
428,chr5,108135200,108135400,
429,chr3,24323200,24323600,
430,chr14,64980200,64980400,
431,chr1,44290999,44291401,
432,chr9,88269000,88269600,
433,chr12,38809200,38809400,
434,chr9,28921800,28922000,
435,chr20,39668200,39668600,
436,chr5,169083400,169084000,
437,chr12,109613199,109614000,
438,chr20,57903000,57903400,
439,chr6,101081800,101082000,
440,chr2,89913400,89914200,
441,chr4,82152400,82152600,
442,chr2,78794800,78795400,
443,chr10,103947800,103948601,
444,chr17,62406600,62407000,
445,chr3,32216399,32216801,
446,chr9,7439799,7440001,
447,chr1,107617600,107618000,
448,chr17,63543000,63543600,
449,chr10,74234200,74234400,
450,chr2,143641000,143641200,
451,chr14,33516400,33516600,
452,chr10,35843599,35844400,
453,chr4,45121600,45121800,
454,chr7,32789600,32789800,
455,chr10,116738800,116739000,
456,chr1,67169600,67170000,
457,chr12,30993800,30994000,
458,chr22,18835200,18835600,
459,chr8,22238800,22239201,
460,chr3,48212200,48212600,
461,chr8,17671400,17671600,
462,chr2,132715999,132716200,
463,chr21,35119999,35120600,
464,chr11,80588000,80588400,
465,chr3,148191400,148191800,
466,chr12,59428800,59429000,
467,chr2,181234200,181235000,
468,chr8,54764000,54764800,
469,chr4,98744400,98744800,
470,chr7,31820600,31820800,
471,chr8,75960000,75960600,
472,chr7,98755199,98755401,
473,chr5,144309399,144309601,
474,chr2,71384600,71385201,
475,chr16,54152599,54153200,
476,chr1,170490400,170490800,
477,chr4,24562000,24562200,
478,chr12,96478000,96478200,
479,chr6,131728400,131728600,
480,chr14,102914800,102915000,
481,chr5,104759200,104759600,
482,chr13,95718400,95719200,
483,chr12,20282000,20282800,
484,chr4,84861600,84862000,
485,chr20,43375600,43376000,
486,chr18,12530400,12530600,
487,chr6,136117800,136118000,
488,chr1,232055200,232055600,
489,chr8,71130800,71131400,
490,chr20,38136800,38137000,
491,chr3,178318200,178318400,
492,chr8,48824599,48825000,
493,chr14,37051400,37051800,
494,chr11,61875600,61876000,
495,chr17,20255200,20255400,
496,chr1,171979600,171980200,
497,chr2,132797599,132798400,
498,chr19,18609600,18609800,
499,chr10,60182600,60183001,
500,chr18,73739199,73739600,
501,chr1,177880400,177880800,
502,chr4,140701200,140701400,
503,chr6,128560800,128561600,
504,chr4,88756800,88757400,
505,chr8,135997400,135997600,
506,chr1,180507800,180508600,
507,chr1,220056800,220057400,
508,chr13,101384999,101385201,
509,chrX,84117800,84118000,
510,chr3,133097000,133097200,
511,chr9,28934000,28934400,
512,chr6,137567599,137568400,
513,chr6,127222599,127223000,
514,chr6,129266799,129267401,
515,chr17,66209200,66209400,
516,chr12,63715199,63715401,
517,chr4,139282200,139282401,
518,chr6,93242000,93242400,
519,chr5,125112000,125112600,
520,chr2,141666600,141667201,
521,chr1,109698800,109699200,
522,chr2,173567600,173567800,
523,chr15,70191200,70191400,
524,chr2,149493200,149493400,
525,chr14,46136400,46136800,
526,chr14,81392200,81392400,
527,chr7,24955999,24956600,
528,chr18,13406200,13406400,
529,chr1,3551399,3551601,
530,chr13,40247800,40248400,
531,chr11,16308800,16309200,
532,chr12,107478000,107478200,
533,chr1,160065000,160065200,
534,chr6,164258200,164258600,
535,chr13,84796800,84797200,
536,chr18,27008800,27009600,
537,chr3,144859200,144859600,
538,chr18,64851800,64852000,
539,chr15,86168800,86169400,
540,chr4,42676000,42676600,
541,chr7,40171200,40171400,
542,chr8,48868000,48868200,
543,chr1,175227600,175227800,
544,chr13,66563200,66563400,
545,chr10,74808400,74809000,
546,chr12,71138400,71138600,
547,chr1,245418400,245418600,
548,chr8,29218800,29219000,
549,chr1,208868200,208868600,
550,chr1,47106400,47106600,
551,chr8,35642600,35643400,
552,chr12,127836200,127836600,
553,chr15,87826400,87826600,
554,chr4,53635800,53636600,
555,chr8,79744600,79744800,
556,chr2,141170400,141170600,
557,chr14,52262600,52262800,
558,chrX,47112200,47112400,
559,chr2,56206599,56207400,
560,chr19,46240000,46240601,
561,chr5,106079800,106080000,
562,chr20,42836200,42837000,
563,chr16,82806000,82806400,
564,chr3,133269200,133269600,
565,chr2,4391199,4391800,
566,chr5,62041600,62042000,
567,chr22,30752999,30753600,
568,chr13,97043399,97043601,
569,chr12,68304400,68305200,
570,chr6,82818999,82819400,
571,chr1,148417600,148418000,
572,chr8,37423599,37424000,
573,chr14,85662200,85662400,
574,chr16,19203800,19204000,
575,chr18,6681400,6682000,
576,chr12,22558800,22559200,
577,chr2,137522400,137523000,
578,chr22,26704400,26704600,
579,chr11,127392000,127392200,
580,chr18,25825600,25825800,
581,chr16,69910800,69911000,
582,chr4,56884400,56885201,
583,chr22,41591800,41592000,
584,chr10,24709600,24709800,
585,chr13,59862200,59862400,
586,chr17,66487200,66488000,
587,chr3,152761200,152761600,
588,chr7,98922200,98922601,
589,chr8,116809600,116810000,
590,chr16,1608000,1608400,
591,chr12,100869000,100869400,
592,chr3,186644600,186645001,
593,chr3,144954200,144954400,
594,chr19,34948200,34948400,
595,chr20,24150000,24150201,
596,chr3,65246600,65247000,
597,chr13,90801800,90802000,
598,chr4,132980600,132980800,
599,chr6,156379200,156379400,
600,chr6,31387000,31387201,
601,chr1,144208800,144209200,
602,chr5,29833600,29833800,
603,chr2,204601600,204602200,
604,chr7,139468600,139469000,
605,chr14,36096199,36096400,
606,chr15,71429200,71429800,
607,chr1,63609000,63609400,
608,chr12,91804799,91805000,
609,chr6,129544000,129544400,
610,chr9,7572800,7573200,
611,chr6,131867999,131868201,
612,chr10,48838800,48839200,
613,chr21,33712799,33713000,
614,chr4,182519000,182519200,
615,chr7,142901800,142902400,
616,chr2,213202400,213202600,
617,chr6,166712000,166712400,
618,chr19,19551799,19552201,
619,chr2,202305200,202305800,
620,chr4,117794200,117794600,
621,chr4,87633000,87633600,
622,chr4,169198000,169198200,
623,chr7,6020800,6021000,
624,chr12,93396400,93396801,
625,chr1,108149800,108150001,
626,chr12,48110600,48111000,
627,chr13,47886400,47886800,
628,chr1,211532000,211532200,
629,chr9,12426000,12426800,
630,chr2,216796000,216796200,
631,chr5,153883799,153884401,
632,chr16,46948999,46949800,
633,chr22,23283199,23283801,
634,chr3,100533399,100533800,
635,chr6,57207199,57207401,
636,chr1,204887600,204887800,
637,chr11,72394799,72395000,
638,chr2,18645399,18645600,
639,chr5,87774600,87775200,
640,chr4,20462399,20463201,
641,chr8,124222600,124222800,
642,chr12,19250000,19250200,
643,chr13,76684400,76685000,
644,chr5,13601199,13601800,
645,chr6,97925000,97925600,
646,chr2,54841000,54841200,
647,chr8,116293400,116293600,
648,chr1,55646600,55646800,
649,chr18,79026200,79027000,
650,chr1,192448199,192448401,
651,chr2,222686200,222686800,
652,chr12,112185200,112186000,
653,chr1,199499400,199500000,
654,chr22,35933600,35933800,
655,chr16,71917400,71917800,
656,chr17,13099200,13099600,
657,chr7,152764400,152764600,
658,chr14,96711600,96712000,
659,chr1,173025600,173026200,
660,chr1,219913200,219913400,
661,chr10,46723600,46724000,
662,chr1,216246600,216247200,
663,chr7,149816400,149816600,
664,chr5,66014000,66014400,
665,chr12,84512600,84512800,
666,chr1,168811000,168811400,
667,chr13,33296800,33297001,
668,chr16,53598800,53599001,
669,chr3,12448600,12448800,
670,chr21,29875200,29875800,
671,chr10,94012400,94012800,
672,chr13,59012799,59013200,
673,chr12,10075600,10075800,
674,chr2,120950000,120950600,
675,chr11,36460200,36461000,
676,chr1,18875199,18875401,
677,chr1,94193000,94193200,
678,chr11,77524200,77524600,
679,chr2,154068400,154068600,
680,chr4,158835800,158836400,
681,chr7,78635000,78635200,
682,chr2,17979000,17979400,
683,chr19,42012200,42012400,
684,chr3,3278000,3278600,
685,chr3,72122000,72122200,
686,chr10,113250600,113250800,
687,chr6,56825600,56826200,
688,chr8,69190200,69191000,
689,chr17,64233200,64233600,
690,chr7,120847400,120847600,
691,chr11,104043200,104044001,
692,chr20,60485399,60485601,
693,chr13,82751200,82751600,
694,chr8,140939600,140940400,
695,chr8,69932599,69932801,
696,chr16,49439400,49439600,
697,chr11,82982199,82982400,
698,chr17,57213200,57213800,
699,chr14,24820800,24821200,
700,chr4,103106000,103106400,
701,chr2,201040600,201041400,
702,chr4,73341599,73342200,
703,chr7,1967000,1967600,
704,chr15,94972000,94972800,
705,chr7,96774400,96774600,
706,chr12,31431400,31431600,
707,chr15,48018000,48018200,
708,chr13,41528400,41528600,
709,chr5,102667600,102667800,
710,chr3,178392200,178392400,
711,chr14,61589200,61589400,
712,chr2,190489200,190490000,
713,chr8,65899000,65899400,
714,chr13,98693800,98694000,
715,chr1,246476200,246476600,
716,chr11,104870600,104871400,
717,chrX,45511000,45511200,
718,chr20,24960600,24961000,
719,chr3,115241400,115241800,
720,chr1,44487600,44487800,
721,chr7,149815800,149816200,
722,chr11,40130599,40130801,
723,chr18,68441399,68441800,
724,chr12,90729599,90730001,
725,chr4,144534400,144534800,
726,chr6,144619400,144620200,
727,chr8,124206200,124206400,
728,chrX,35199000,35199800,
729,chr17,55383800,55384600,
730,chr10,17435199,17435601,
731,chr2,183475000,183475400,
732,chr10,89664800,89665000,
733,chr3,59109600,59110000,
734,chr4,113935400,113935600,
735,chr8,138828999,138829201,
736,chr1,82005400,82005800,
737,chr10,9061600,9061800,
738,chr2,176421800,176422000,
739,chr5,159230200,159231001,
740,chr15,86499600,86500000,
741,chr7,78472000,78472400,
742,chr2,126241800,126242000,
743,chr2,133334600,133335401,
744,chr4,88097999,88098400,
745,chr3,158783600,158783800,
746,chr4,177125600,177126000,
747,chr20,58278199,58278600,
748,chr12,94380600,94381000,
749,chr13,89380000,89380801,
750,chr12,58539800,58540000,
751,chr5,36339800,36340600,
752,chrX,14832200,14832600,
753,chr21,41795600,41796400,
754,chr7,120691800,120692400,
755,chr10,62855600,62855800,
756,chrX,37987200,37988000,
757,chr17,21496200,21496600,
758,chr5,87229800,87230000,
759,chr17,33529800,33530200,
760,chr2,231691200,231691601,
761,chr2,18232400,18232600,
762,chr2,217585400,217586200,
763,chr10,49097600,49098000,
764,chr22,39982800,39983000,
765,chr17,66789000,66789201,
766,chr20,41717599,41718000,
767,chr2,19043400,19044000,
768,chr1,167824800,167825000,
769,chr2,49978200,49978600,
770,chr1,187680600,187681201,
771,chr8,105569600,105569800,
772,chr13,102904000,102904200,
773,chr1,228814000,228814800,
774,chr2,240089200,240089400,
775,chr1,185352000,185352201,
776,chr2,2586200,2586600,
777,chr1,46148400,46148600,
778,chrX,135117800,135118000,
779,chr13,103432200,103432400,
780,chr6,364400,364801,
781,chr4,120374400,120374800,
782,chr3,82082800,82083400,
783,chr6,157587400,157587800,
784,chr9,37564800,37565400,
785,chr13,50027400,50027600,
786,chr16,59916200,59916600,
787,chr6,114296800,114297400,
788,chr11,90139200,90139600,
789,chr1,81513600,81514200,
790,chr14,44412800,44413400,
791,chr4,86630799,86631000,
792,chr20,41713600,41714401,
793,chr1,1785000,1785200,
794,chr13,52005600,52006000,
795,chr16,16279000,16279800,
796,chr5,144368600,144368800,
797,chr3,73074800,73075200,
798,chr5,117302800,117303200,
799,chr1,177897400,177897800,
800,chr21,23856000,23856200,
801,chr18,73534200,73534400,
802,chr7,31962200,31962600,
803,chr8,108918599,108919000,
804,chr3,132014000,132014600,
805,chr1,44441000,44441400,
806,chr8,83130200,83130800,
807,chr12,93954999,93955400,
808,chr16,12150400,12150600,
809,chr14,99362000,99362800,
810,chr5,35042800,35043000,
811,chr2,200086800,200087001,
812,chr3,115846600,115847000,
813,chr10,121511800,121512201,
814,chr2,106479600,106479800,
815,chr17,4179399,4179601,
816,chr7,128788999,128789201,
817,chr3,177757000,177757400,
818,chr7,135914600,135914800,
819,chr17,35041800,35042400,
820,chr1,21201200,21201601,
821,chrX,125782800,125783000,
822,chr3,61191800,61192000,
823,chr20,16175800,16176000,
824,chr1,22576200,22576800,
825,chrX,123952800,123953200,
826,chr19,8387200,8387400,
827,chr8,26144600,26144801,
828,chr5,142073800,142074400,
829,chr6,80217600,80218001,
830,chr7,155908200,155908600,
831,chr17,72234000,72234200,
832,chr7,33196800,33197000,
833,chr7,15458000,15458201,
834,chr6,72703000,72703400,
835,chr2,17597000,17597400,
836,chr6,42472400,42472600,
837,chr3,41518600,41519400,
838,chr19,36106199,36106400,
839,chr1,163090400,163091000,
840,chr2,164182200,164182600,
841,chr3,13200999,13201201,
842,chr2,33047999,33048800,
843,chr4,56622199,56622401,
844,chr10,21589000,21589200,
845,chr15,53987400,53987800,
846,chr7,47689400,47689600,
847,chr10,76205800,76206200,
848,chrX,95021400,95021800,
849,chr7,15750800,15751000,
850,chr12,98694200,98694600,
851,chr14,76590800,76591600,
852,chrX,63408600,63408800,
853,chr6,47654000,47654200,
854,chr2,209462000,209462200,
855,chr8,31091800,31092400,
856,chr5,124059399,124060200,
857,chr6,166569600,166569800,
858,chr9,8867000,8867600,
859,chr8,71321800,71322000,
860,chr17,80443600,80443800,
861,chr7,116135400,116135600,
862,chr9,19785200,19785400,
863,chr1,110594600,110595200,
864,chr18,50335000,50335200,
865,chr8,38083400,38084000,
866,chr14,62304400,62304600,
867,chr15,98394400,98394800,
868,chr11,115174800,115175600,
869,chr18,7588800,7589200,
870,chr18,23333400,23334000,
871,chr5,83993600,83994200,
872,chr22,31901399,31902200,
873,chr8,56338600,56339400,
874,chr15,26449200,26449601,
875,chr1,174556400,174557000,
876,chr4,57231400,57231600,
877,chr10,15336600,15336800,
878,chr8,81979000,81979200,
879,chr2,53113200,53113800,
880,chr11,34823199,34823600,
881,chr9,37163600,37164200,
882,chr1,24129000,24129200,
883,chr7,122325400,122326000,
884,chr12,121520800,121521000,
885,chr18,41850800,41851200,
886,chr6,21114600,21114800,
887,chr1,185847000,185847201,
888,chr2,212995800,212996201,
889,chr14,29744600,29745000,
890,chr7,134895800,134896000,
891,chr15,38171800,38172400,
892,chr3,64140999,64141801,
893,chr20,50599600,50599800,
894,chr14,67232000,67232600,
895,chr7,43722400,43722600,
896,chr7,107012000,107012400,
897,chr10,29022599,29023000,
898,chr10,47466400,47466600,
899,chr18,77337200,77337800,
900,chr4,81221399,81222000,
901,chr5,98194199,98194401,
902,chr9,3329200,3329601,
903,chr5,81182000,81182600,
904,chr2,223117599,223117801,
905,chr6,70381000,70381200,
906,chr15,34307400,34308200,
907,chr4,136867200,136867600,
908,chr11,20313800,20314200,
909,chr3,177941600,177942000,
910,chr8,19915800,19916200,
911,chr11,78300400,78300800,
912,chr12,129633400,129633800,
913,chr19,29193600,29193800,
914,chrX,50827600,50827800,
915,chr14,65371400,65372000,
916,chr4,114226200,114226800,
917,chrX,72257800,72258600,
918,chr12,113010400,113010800,
919,chr17,80582200,80582600,
920,chr20,19838600,19839400,
921,chr12,69653600,69654200,
922,chr6,156169600,156170200,
923,chr10,85635000,85635200,
924,chr18,36089199,36089401,
925,chr6,152115600,152116200,
926,chr1,96183600,96184400,
927,chr2,191977999,191978200,
928,chr19,5798000,5798200,
929,chr1,209723600,209724000,
930,chr9,88464000,88464400,
931,chr4,84070400,84071000,
