id,region,start,end,strand
356,chr3,136931800,136932399,
357,chr3,136932400,136933001,
358,chr12,47833799,47834001,
359,chr10,103915199,103915866,
360,chr10,103915867,103916533,
361,chr10,103916534,103917200,
362,chr10,103917201,103917867,
363,chr10,103917868,103918534,
364,chr10,103918535,103919201,
365,chr18,14905399,14905800,
366,chr2,47401799,47402479,
367,chr2,47402480,47403159,
368,chr2,47403160,47403839,
369,chr2,47403840,47404519,
370,chr2,47404520,47405201,
371,chr22,20428999,20429400,
372,chr22,20429401,20429801,
373,chr11,75582599,75583266,
374,chr11,75583267,75583933,
375,chr11,75583934,75584601,
376,chr16,31105799,31106401,
377,chr2,172097599,172097801,
378,chr22,42367599,42368249,
379,chr22,42368250,42368899,
380,chr22,42368900,42369549,
381,chr22,42369550,42370201,
382,chr3,50203599,50204001,
383,chr19,2774199,2774601,
384,chr15,58627399,58627601,
385,chr12,51823199,51823601,
386,chr3,48633800,48634400,
387,chr3,48634401,48635000,
388,chr3,48635001,48635600,
389,chr3,48635601,48636200,
390,chr3,48636201,48636801,
391,chr16,474399,474801,
392,chr7,63924600,63925160,
393,chr7,63925161,63925720,
394,chr7,63925721,63926280,
395,chr7,63926281,63926840,
396,chr7,63926841,63927401,
397,chr22,20203799,20204266,
398,chr22,20204267,20204733,
399,chr22,20204734,20205201,
400,chr7,39832800,39833266,
401,chr7,39833267,39833732,
402,chr7,39833733,39834200,
403,chr3,23943999,23944599,
404,chr3,23944600,23945199,
405,chr3,23945200,23945799,
406,chr3,23945800,23946399,
407,chr3,23946400,23946999,
408,chr3,23947000,23947601,
409,chr12,132190999,132191201,
410,chr8,144268399,144268900,
411,chr8,144268901,144269401,
412,chr15,65065399,65065999,
413,chr15,65066000,65066599,
414,chr15,65066600,65067199,
415,chr15,65067200,65067799,
416,chr15,65067800,65068399,
417,chr15,65068400,65069001,
418,chr16,89330399,89330601,
419,chr9,74886400,74887066,
420,chr9,74887067,74887732,
421,chr9,74887733,74888400,
422,chr15,51841199,51841401,
423,chr11,107455999,107456649,
424,chr11,107456650,107457299,
425,chr11,107457300,107457949,
426,chr11,107457950,107458601,
427,chr16,29961199,29961799,
428,chr16,29961800,29962399,
429,chr16,29962400,29962999,
430,chr16,29963000,29963601,
431,chr6,10523799,10524300,
432,chr6,10524301,10524801,
433,chr17,78365199,78365801,
434,chr7,150976999,150977201,
435,chr11,18705399,18705999,
436,chr11,18706000,18706599,
437,chr11,18706600,18707201,
438,chr4,145732199,145732839,
439,chr4,145732840,145733479,
440,chr4,145733480,145734119,
441,chr4,145734120,145734759,
442,chr4,145734760,145735401,
443,chr4,48804999,48805399,
444,chr4,48805400,48805800,
445,chr12,120366399,120367032,
446,chr12,120367033,120367665,
447,chr12,120367666,120368298,
448,chr12,120368299,120368931,
449,chr12,120368932,120369564,
450,chr12,120369565,120370201,
451,chr12,104494599,104495201,
452,chrX,37786199,37786801,
453,chr9,112894199,112894401,
454,chr15,78074999,78075679,
455,chr15,78075680,78076359,
456,chr15,78076360,78077039,
457,chr15,78077040,78077719,
458,chr15,78077720,78078401,
459,chr5,147866999,147867201,
460,chr12,1917599,1918199,
461,chr12,1918200,1918799,
462,chr12,1918800,1919399,
463,chr12,1919400,1920001,
464,chr11,72750199,72750839,
465,chr11,72750840,72751479,
466,chr11,72751480,72752119,
467,chr11,72752120,72752759,
468,chr11,72752760,72753401,
469,chr9,120894399,120895001,
470,chr3,4826799,4827001,
471,chr8,100437799,100438200,
472,chr8,100438201,100438601,
473,chr8,139602000,139602200,
474,chr1,203127399,203127933,
475,chr1,203127934,203128467,
476,chr1,203128468,203129001,
477,chr9,95494199,95494799,
478,chr9,95494800,95495399,
479,chr9,95495400,95495999,
480,chr9,95496000,95496601,
481,chr19,7746799,7747201,
482,chr11,111988599,111989100,
483,chr11,111989101,111989601,
484,chr6,29747599,29748249,
485,chr6,29748250,29748899,
486,chr6,29748900,29749549,
487,chr6,29749550,29750201,
488,chr21,10411400,10412000,
489,chr21,10412001,10412600,
490,chr21,10412601,10413200,
491,chr21,10413201,10413801,
492,chrX,49099199,49099839,
493,chrX,49099840,49100479,
494,chrX,49100480,49101119,
495,chrX,49101120,49101759,
496,chrX,49101760,49102401,
497,chr16,25019399,25019801,
498,chr12,31895199,31895799,
499,chr12,31895800,31896399,
500,chr12,31896400,31896999,
501,chr12,31897000,31897599,
502,chr12,31897600,31898201,
503,chrX,106801599,106802249,
504,chrX,106802250,106802899,
505,chrX,106802900,106803549,
506,chrX,106803550,106804200,
507,chr9,127801999,127802599,
508,chr9,127802600,127803199,
509,chr9,127803200,127803799,
510,chr9,127803800,127804401,
511,chr1,120036999,120037601,
512,chr10,110883799,110884401,
513,chr12,57093199,57093600,
514,chr12,57093601,57094001,
515,chr17,81701399,81702079,
516,chr17,81702080,81702759,
517,chr17,81702760,81703439,
518,chr17,81703440,81704119,
519,chr17,81704120,81704801,
520,chr15,23225799,23226199,
521,chr15,23226200,23226600,
522,chr11,75666999,75667549,
523,chr11,75667550,75668099,
524,chr11,75668100,75668649,
525,chr11,75668650,75669201,
526,chr12,32485399,32486085,
527,chr12,32486086,32486771,
528,chr12,32486772,32487457,
529,chr12,32487458,32488143,
530,chr12,32488144,32488829,
531,chr12,32488830,32489515,
532,chr12,32489516,32490201,
533,chr17,78773399,78773601,
534,chr19,4341399,4341999,
535,chr19,4342000,4342599,
536,chr19,4342600,4343199,
537,chr19,4343200,4343799,
538,chr19,4343800,4344399,
539,chr19,4344400,4345001,
540,chr16,5207000,5207400,
541,chr9,137163199,137163601,
542,chr16,88801799,88802399,
543,chr16,88802400,88802999,
544,chr16,88803000,88803599,
545,chr16,88803600,88804199,
546,chr16,88804200,88804799,
547,chr16,88804800,88805401,
548,chr1,212698199,212698799,
549,chr1,212698800,212699399,
550,chr1,212699400,212699999,
551,chr1,212700000,212700599,
552,chr1,212700600,212701199,
553,chr1,212701200,212701801,
554,chr9,128339599,128340239,
555,chr9,128340240,128340879,
556,chr9,128340880,128341519,
557,chr9,128341520,128342159,
558,chr9,128342160,128342800,
559,chr10,17212399,17212801,
560,chr20,2100999,2101599,
561,chr20,2101600,2102199,
562,chr20,2102200,2102799,
563,chr20,2102800,2103399,
564,chr20,2103400,2103999,
565,chr20,2104000,2104599,
566,chr20,2104600,2105201,
567,chr2,238127799,238128401,
568,chr1,151068999,151069639,
569,chr1,151069640,151070279,
570,chr1,151070280,151070919,
571,chr1,151070920,151071559,
572,chr1,151071560,151072201,
573,chr2,218712999,218713201,
574,chr2,97761000,97761600,
575,chr1,28086599,28087279,
576,chr1,28087280,28087959,
577,chr1,28087960,28088639,
578,chr1,28088640,28089319,
579,chr1,28089320,28090001,
580,chr1,99003200,99003800,
581,chr1,99003801,99004400,
582,chr1,99004401,99005000,
583,chr1,99005001,99005601,
584,chr1,151164399,151165039,
585,chr1,151165040,151165679,
586,chr1,151165680,151166319,
587,chr1,151166320,151166959,
588,chr1,151166960,151167601,
589,chr14,76929799,76930201,
590,chr1,220088199,220088799,
591,chr1,220088800,220089399,
592,chr1,220089400,220089999,
593,chr1,220090000,220090599,
594,chr1,220090600,220091200,
595,chr2,55281399,55282049,
596,chr2,55282050,55282699,
597,chr2,55282700,55283349,
598,chr2,55283350,55284001,
599,chr21,36155399,36156039,
600,chr21,36156040,36156679,
601,chr21,36156680,36157319,
602,chr21,36157320,36157959,
603,chr21,36157960,36158601,
604,chr3,128675599,128676001,
605,chr7,27202199,27202732,
606,chr7,27202733,27203265,
607,chr7,27203266,27203800,
608,chr1,233293799,233294449,
609,chr1,233294450,233295099,
610,chr1,233295100,233295749,
611,chr1,233295750,233296401,
612,chr20,57679799,57680201,
613,chr2,9547399,9547601,
614,chr9,91945599,91946201,
615,chr16,21283399,21283999,
616,chr16,21284000,21284600,
617,chr19,55337999,55338666,
618,chr19,55338667,55339333,
619,chr19,55339334,55340000,
620,chr19,55340001,55340667,
621,chr19,55340668,55341334,
622,chr19,55341335,55342001,
623,chr1,242146599,242147199,
624,chr1,242147200,242147800,
625,chr3,187367799,187368449,
626,chr3,187368450,187369099,
627,chr3,187369100,187369749,
628,chr3,187369750,187370401,
629,chr6,116099799,116100399,
630,chr6,116100400,116100999,
631,chr6,116101000,116101599,
632,chr6,116101600,116102201,
633,chr16,48164999,48165401,
634,chr2,27379199,27379849,
635,chr2,27379850,27380499,
636,chr2,27380500,27381149,
637,chr2,27381150,27381801,
638,chr16,3610199,3610799,
639,chr16,3610800,3611399,
640,chr16,3611400,3611999,
641,chr16,3612000,3612599,
642,chr16,3612600,3613199,
643,chr16,3613200,3613801,
644,chr22,23772399,23772999,
645,chr22,23773000,23773599,
646,chr22,23773600,23774201,
647,chr4,8394399,8394601,
648,chrX,55159600,55160160,
649,chrX,55160161,55160720,
650,chrX,55160721,55161280,
651,chrX,55161281,55161840,
652,chrX,55161841,55162400,
653,chr18,5293799,5294466,
654,chr18,5294467,5295133,
655,chr18,5295134,5295800,
656,chr18,5295801,5296467,
657,chr18,5296468,5297134,
658,chr18,5297135,5297801,
659,chr11,46330799,46331001,
660,chr18,47901399,47902001,
661,chr20,33687399,33688001,
662,chr8,27307199,27307601,
663,chr5,172558399,172558601,
664,chr11,73645399,73645866,
665,chr11,73645867,73646333,
666,chr11,73646334,73646801,
667,chr11,124891599,124891801,
668,chr10,110493799,110494001,
669,chr2,29920199,29920866,
670,chr2,29920867,29921533,
671,chr2,29921534,29922201,
672,chr1,8814999,8815666,
673,chr1,8815667,8816333,
674,chr1,8816334,8817000,
675,chr1,8817001,8817667,
676,chr1,8817668,8818334,
677,chr1,8818335,8819001,
678,chr5,129458400,129459028,
679,chr5,129459029,129459656,
680,chr5,129459657,129460284,
681,chr5,129460285,129460912,
682,chr5,129460913,129461540,
683,chr5,129461541,129462168,
684,chr5,129462169,129462800,
685,chr16,2966599,2966801,
686,chr2,196227999,196228201,
687,chr17,43359199,43359865,
688,chr17,43359866,43360531,
689,chr17,43360532,43361197,
690,chr17,43361198,43361863,
691,chr17,43361864,43362529,
692,chr17,43362530,43363200,
693,chr11,126997399,126998032,
694,chr11,126998033,126998665,
695,chr11,126998666,126999298,
696,chr11,126999299,126999931,
697,chr11,126999932,127000564,
698,chr11,127000565,127001201,
699,chr11,59564999,59565666,
700,chr11,59565667,59566333,
701,chr11,59566334,59567000,
702,chr8,144107799,144108201,
703,chr8,27307999,27308601,
704,chr1,37988399,37988999,
705,chr1,37989000,37989599,
706,chr1,37989600,37990199,
707,chr1,37990200,37990801,
708,chr6,42923799,42924001,
709,chr1,154270999,154271559,
710,chr1,154271560,154272119,
711,chr1,154272120,154272679,
712,chr1,154272680,154273239,
713,chr1,154273240,154273801,
714,chr17,17204399,17204959,
715,chr17,17204960,17205519,
716,chr17,17205520,17206079,
717,chr17,17206080,17206639,
718,chr17,17206640,17207201,
719,chr17,16987999,16988600,
720,chr17,16988601,16989201,
721,chr3,167861799,167862201,
722,chr7,151078399,151078801,
723,chr19,52137799,52138439,
724,chr19,52138440,52139079,
725,chr19,52139080,52139719,
726,chr19,52139720,52140359,
727,chr19,52140360,52141001,
728,chr1,59057399,59057801,
729,chr5,68255399,68256001,
730,chr19,50383000,50383560,
731,chr19,50383561,50384120,
732,chr19,50384121,50384680,
733,chr19,50384681,50385240,
734,chr19,50385241,50385801,
735,chr6,105134800,105135480,
736,chr6,105135481,105136160,
737,chr6,105136161,105136840,
738,chr6,105136841,105137520,
739,chr6,105137521,105138200,
740,chr8,42195999,42196500,
741,chr8,42196501,42197001,
742,chr17,14705400,14705600,
743,chr12,92124799,92125001,
744,chr18,9333599,9334199,
745,chr18,9334200,9334799,
746,chr18,9334800,9335399,
747,chr18,9335400,9335999,
748,chr18,9336000,9336601,
749,chr1,162560399,162561056,
750,chr1,162561057,162561713,
751,chr1,162561714,162562370,
752,chr1,162562371,162563027,
753,chr1,162563028,162563684,
754,chr1,162563685,162564341,
755,chr1,162564342,162565001,
756,chr2,130202399,130202801,
757,chr1,44722999,44723533,
758,chr1,44723534,44724067,
759,chr1,44724068,44724601,
760,chr7,80524800,80525000,
761,chr5,10626599,10626801,
762,chr13,112977999,112978401,
763,chr3,12955199,12955401,
764,chr19,55113199,55113601,
765,chr13,32530599,32531200,
766,chr13,32531201,32531801,
767,chr19,589199,589799,
768,chr19,589800,590399,
769,chr19,590400,590999,
770,chr19,591000,591601,
771,chr14,91247999,91248601,
772,chr17,35192799,35193401,
773,chr17,77327199,77327401,
774,chr5,161546200,161546760,
775,chr5,161546761,161547320,
776,chr5,161547321,161547880,
777,chr5,161547881,161548440,
778,chr5,161548441,161549000,
779,chr6,29974999,29975599,
780,chr6,29975600,29976199,
781,chr6,29976200,29976799,
782,chr6,29976800,29977399,
783,chr6,29977400,29978000,
784,chr16,21513599,21513801,
785,chr1,19273000,19273600,
786,chr1,19273601,19274200,
787,chr1,19274201,19274800,
788,chr1,45913199,45913799,
789,chr1,45913800,45914399,
790,chr1,45914400,45914999,
791,chr1,45915000,45915599,
792,chr1,45915600,45916200,
793,chr16,22609799,22610001,
794,chr1,1633999,1634200,
795,chr19,11527599,11528266,
796,chr19,11528267,11528933,
797,chr19,11528934,11529601,
798,chr19,23116400,23117000,
799,chr19,23117001,23117600,
800,chr19,23117601,23118200,
801,chr19,23118201,23118801,
802,chr4,335999,336666,
803,chr4,336667,337333,
804,chr4,337334,338000,
805,chr4,338001,338667,
806,chr4,338668,339334,
807,chr4,339335,340001,
808,chr2,231482599,231483266,
809,chr2,231483267,231483933,
810,chr2,231483934,231484601,
811,chrX,278999,279401,
812,chr6,29722199,29722879,
813,chr6,29722880,29723559,
814,chr6,29723560,29724239,
815,chr6,29724240,29724919,
816,chr6,29724920,29725601,
817,chr2,30807199,30807401,
818,chr20,14330799,14331001,
819,chr2,27354399,27354601,
820,chr17,38720199,38720401,
821,chr8,58558799,58559401,
822,chrX,136639599,136640133,
823,chrX,136640134,136640667,
824,chrX,136640668,136641201,
825,chr10,34812799,34813466,
826,chr10,34813467,34814133,
827,chr10,34814134,34814800,
828,chr10,34814801,34815467,
829,chr10,34815468,34816134,
830,chr10,34816135,34816801,
831,chr1,111137799,111138001,
832,chr2,65064799,65065200,
833,chr2,65065201,65065601,
834,chr17,4553799,4554449,
835,chr17,4554450,4555099,
836,chr17,4555100,4555749,
837,chr17,4555750,4556401,
838,chr3,129975599,129976001,
839,chr5,79611200,79611866,
840,chr5,79611867,79612532,
841,chr5,79612533,79613198,
842,chr5,79613199,79613864,
843,chr5,79613865,79614530,
844,chr5,79614531,79615201,
845,chr12,47698199,47698401,
846,chr7,3300399,3300999,
847,chr7,3301000,3301599,
848,chr7,3301600,3302199,
849,chr7,3302200,3302799,
850,chr7,3302800,3303400,
851,chr8,118281999,118282201,
852,chr5,6774799,6775001,
853,chr1,143874599,143875199,
854,chr1,143875200,143875799,
855,chr1,143875800,143876401,
856,chrX,14871400,14872028,
857,chrX,14872029,14872656,
858,chrX,14872657,14873284,
859,chrX,14873285,14873912,
860,chrX,14873913,14874540,
861,chrX,14874541,14875168,
862,chrX,14875169,14875801,
863,chr3,198153199,198153666,
864,chr3,198153667,198154133,
865,chr3,198154134,198154601,
866,chr6,30059400,30060000,
867,chr6,30060001,30060600,
868,chr6,30060601,30061200,
869,chr6,30061201,30061800,
870,chr6,30061801,30062400,
871,chr6,30062401,30063001,
872,chr2,11307799,11308001,
873,chr12,31588199,31588866,
874,chr12,31588867,31589533,
875,chr12,31589534,31590200,
876,chr12,31590201,31590867,
877,chr12,31590868,31591534,
878,chr12,31591535,31592201,
879,chr2,26788799,26789001,
880,chr7,36388599,36389256,
881,chr7,36389257,36389913,
882,chr7,36389914,36390570,
883,chr7,36390571,36391227,
884,chr7,36391228,36391884,
885,chr7,36391885,36392541,
886,chr7,36392542,36393201,
887,chr13,114036599,114036801,
888,chr8,27390999,27391201,
889,chr19,915199,915799,
890,chr19,915800,916399,
891,chr19,916400,916999,
892,chr19,917000,917599,
893,chr19,917600,918201,
894,chr1,89994199,89994879,
895,chr1,89994880,89995559,
896,chr1,89995560,89996239,
897,chr1,89996240,89996919,
898,chr1,89996920,89997601,
899,chr11,3189599,3189801,
900,chr9,101448799,101449300,
901,chr9,101449301,101449801,
902,chr6,163431399,163431801,
903,chr3,132318999,132319201,
904,chr1,28913599,28914239,
905,chr1,28914240,28914879,
906,chr1,28914880,28915519,
907,chr1,28915520,28916159,
908,chr1,28916160,28916801,
909,chr3,72086199,72086700,
910,chr3,72086701,72087201,
911,chr2,219285999,219286601,
912,chr20,45641000,45641400,
913,chr9,104990599,104991232,
914,chr9,104991233,104991865,
915,chr9,104991866,104992498,
916,chr9,104992499,104993131,
917,chr9,104993132,104993764,
918,chr9,104993765,104994401,
919,chr20,2468199,2468879,
920,chr20,2468880,2469559,
921,chr20,2469560,2470239,
922,chr20,2470240,2470919,
923,chr20,2470920,2471601,
924,chr12,55972199,55972879,
925,chr12,55972880,55973559,
926,chr12,55973560,55974239,
927,chr12,55974240,55974919,
928,chr12,55974920,55975601,
929,chr19,11379599,11380001,
930,chr22,23775399,23776001,
931,chr9,32728999,32729399,
932,chr9,32729400,32729800,
933,chr12,6936399,6937049,
